"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"18/10/2019","3.683","3.745","3.745","3.683","-1.68%"
"17/10/2019","3.746","3.837","3.837","3.746","-2.40%"
"16/10/2019","3.838","3.879","3.879","3.838","-1.06%"
"15/10/2019","3.879","3.901","3.901","3.879","-0.59%"
"14/10/2019","3.902","3.919","3.919","3.902","-0.43%"
"11/10/2019","3.919","3.927","3.927","3.919","-0.20%"
"10/10/2019","3.927","3.960","3.960","3.927","-0.83%"
"09/10/2019","3.960","3.975","3.975","3.960","-0.40%"
"08/10/2019","3.976","3.993","3.993","3.976","-0.43%"
"07/10/2019","3.993","3.998","3.998","3.993","-0.15%"
"04/10/2019","3.999","4.016","4.016","3.999","-0.42%"
"03/10/2019","4.016","4.000","4.016","4.000","0.40%"
"02/10/2019","4.000","4.025","4.025","4.000","-0.65%"
"01/10/2019","4.026","4.057","4.057","4.026","-0.76%"
"30/09/2019","4.057","4.049","4.057","4.049","0.17%"
"27/09/2019","4.050","4.030","4.050","4.030","0.50%"
"26/09/2019","4.030","4.009","4.030","4.009","0.50%"
"25/09/2019","4.010","4.002","4.010","4.002","0.17%"
"24/09/2019","4.003","4.043","4.043","4.003","-0.99%"
"23/09/2019","4.043","4.006","4.043","4.006","0.90%"
"20/09/2019","4.007","4.040","4.040","4.007","-0.84%"
"19/09/2019","4.041","4.012","4.041","4.012","0.70%"
"18/09/2019","4.013","4.049","4.049","4.013","-0.89%"
"17/09/2019","4.049","4.006","4.049","4.006","1.07%"
"16/09/2019","4.006","3.984","4.006","3.984","0.55%"
"13/09/2019","3.984","4.053","4.053","3.984","-1.73%"
"12/09/2019","4.054","4.120","4.120","4.054","-1.60%"
"11/09/2019","4.120","4.110","4.120","4.110","0.24%"
"10/09/2019","4.110","4.074","4.110","4.074","0.86%"
"09/09/2019","4.075","4.078","4.078","4.075","-0.10%"
"06/09/2019","4.079","4.086","4.086","4.079","-0.20%"
"05/09/2019","4.087","4.139","4.139","4.087","-1.26%"
"04/09/2019","4.139","4.172","4.172","4.139","-0.79%"
"03/09/2019","4.172","4.162","4.172","4.162","0.24%"
"02/09/2019","4.162","4.162","4.162","4.162","0.00%"
"30/08/2019","4.162","4.208","4.208","4.162","-1.12%"
"29/08/2019","4.209","4.217","4.217","4.209","-0.19%"
"28/08/2019","4.217","4.241","4.241","4.217","-0.57%"
"27/08/2019","4.241","4.240","4.241","4.240","0.02%"
"26/08/2019","4.240","4.202","4.240","4.202","0.90%"
"23/08/2019","4.202","4.260","4.260","4.202","-1.38%"
"22/08/2019","4.261","4.319","4.319","4.261","-1.34%"
"21/08/2019","4.319","4.331","4.331","4.319","-0.30%"
"20/08/2019","4.332","4.323","4.332","4.323","0.21%"
"19/08/2019","4.323","4.283","4.323","4.283","1.48%"
"16/08/2019","4.260","4.267","4.267","4.230","-0.19%"
"15/08/2019","4.268","4.411","4.411","4.268","-3.24%"
"14/08/2019","4.411","4.445","4.445","4.411","-0.79%"
"13/08/2019","4.446","4.455","4.455","4.446","-0.20%"
"12/08/2019","4.455","4.455","4.455","4.455","0.11%"
"09/08/2019","4.450","4.468","4.468","4.450","-0.43%"
"08/08/2019","4.469","4.459","4.469","4.459","0.20%"
"07/08/2019","4.460","4.463","4.463","4.460","-0.09%"
"06/08/2019","4.464","4.454","4.464","4.454","0.22%"
"05/08/2019","4.454","4.448","4.454","4.448","0.11%"
"02/08/2019","4.449","4.477","4.477","4.449","-0.65%"
"01/08/2019","4.478","4.456","4.478","4.456","1.68%"
"31/07/2019","4.404","4.444","4.444","4.404","-0.90%"
"30/07/2019","4.444","4.447","4.447","4.444","-0.07%"
"29/07/2019","4.447","4.446","4.447","4.446","0.02%"
"26/07/2019","4.446","4.436","4.446","4.436","0.18%"
"25/07/2019","4.438","4.464","4.464","4.438","-0.60%"
"24/07/2019","4.465","4.468","4.468","4.465","-0.09%"
"23/07/2019","4.469","4.452","4.469","4.452","0.38%"
"22/07/2019","4.452","4.488","4.488","4.452","-0.80%"
"19/07/2019","4.488","4.522","4.522","4.488","-0.77%"
"18/07/2019","4.523","4.519","4.523","4.519","0.07%"
"17/07/2019","4.520","4.533","4.533","4.520","-0.31%"
"16/07/2019","4.534","4.538","4.538","4.534","-0.11%"
"15/07/2019","4.539","4.555","4.555","4.539","-0.37%"
"12/07/2019","4.556","4.540","4.556","4.540","0.33%"
"11/07/2019","4.541","4.594","4.594","4.541","-1.18%"
"10/07/2019","4.595","4.612","4.612","4.595","-0.39%"
"09/07/2019","4.613","4.613","4.613","4.613","0.00%"
"08/07/2019","4.613","4.613","4.613","4.613","0.00%"
"05/07/2019","4.613","4.626","4.626","4.613","-0.32%"
"04/07/2019","4.628","4.652","4.652","4.628","-0.52%"
"03/07/2019","4.652","4.650","4.652","4.650","0.04%"
"02/07/2019","4.650","4.668","4.668","4.650","-0.39%"
"01/07/2019","4.668","4.654","4.668","4.654","0.30%"
"28/06/2019","4.654","4.657","4.657","4.654","-0.11%"
"27/06/2019","4.659","4.671","4.671","4.659","-0.26%"
"26/06/2019","4.671","4.652","4.671","4.652","0.39%"
"25/06/2019","4.653","4.655","4.655","4.653","-0.04%"
"24/06/2019","4.655","4.657","4.657","4.655","-0.04%"
"21/06/2019","4.657","4.659","4.659","4.657","-0.06%"
"20/06/2019","4.660","4.668","4.668","4.660","-0.17%"
"19/06/2019","4.668","4.659","4.668","4.659","0.19%"
"18/06/2019","4.659","4.659","4.659","4.659","-0.02%"
"17/06/2019","4.660","4.672","4.672","4.660","-0.26%"
"14/06/2019","4.672","4.678","4.678","4.672","-0.15%"
"13/06/2019","4.679","4.672","4.679","4.672","0.15%"
"12/06/2019","4.672","4.669","4.672","4.669","0.06%"
"11/06/2019","4.669","4.678","4.678","4.669","-0.19%"
"10/06/2019","4.678","4.659","4.678","4.659","0.41%"
"07/06/2019","4.659","4.674","4.674","4.659","-0.36%"
"06/06/2019","4.676","4.692","4.692","4.676","-0.36%"
"05/06/2019","4.693","4.693","4.693","4.693","-0.02%"
"04/06/2019","4.694","4.682","4.694","4.682","0.26%"
"03/06/2019","4.682","4.701","4.701","4.682","-0.40%"
"31/05/2019","4.701","4.707","4.707","4.701","-0.15%"
"30/05/2019","4.708","4.713","4.713","4.708","-0.13%"
"29/05/2019","4.714","4.721","4.721","4.714","-0.17%"
"28/05/2019","4.722","4.727","4.727","4.722","-0.11%"
"27/05/2019","4.727","4.729","4.729","4.727","-0.04%"
"24/05/2019","4.729","4.734","4.734","4.729","-0.13%"
"23/05/2019","4.735","4.738","4.738","4.735","-0.06%"
"22/05/2019","4.738","4.736","4.738","4.736","0.02%"
"21/05/2019","4.737","4.743","4.743","4.737","-0.13%"
"20/05/2019","4.743","4.743","4.743","4.743","0.00%"
"17/05/2019","4.743","4.739","4.743","4.739","0.04%"
"16/05/2019","4.741","4.751","4.751","4.741","-0.23%"
"15/05/2019","4.752","4.757","4.757","4.752","-0.11%"
"14/05/2019","4.757","4.761","4.761","4.757","-0.08%"
"13/05/2019","4.761","4.770","4.770","4.761","-0.19%"
"10/05/2019","4.770","4.772","4.772","4.770","-0.06%"
"09/05/2019","4.773","4.773","4.773","4.773","0.00%"
"08/05/2019","4.773","4.774","4.774","4.773","-0.06%"
"07/05/2019","4.776","4.776","4.776","4.776","0.00%"
"06/05/2019","4.776","4.754","4.776","4.754","0.46%"
"03/05/2019","4.754","4.759","4.759","4.754","-0.15%"
"02/05/2019","4.761","4.763","4.763","4.761","-0.06%"
"01/05/2019","4.764","4.764","4.764","4.764","0.00%"
"30/04/2019","4.764","4.764","4.764","4.764","0.00%"
"29/04/2019","4.764","4.764","4.764","4.764","0.00%"
"26/04/2019","4.764","4.756","4.764","4.756","0.11%"
"25/04/2019","4.759","4.764","4.764","4.759","-0.10%"
"24/04/2019","4.764","4.760","4.764","4.760","0.08%"
"23/04/2019","4.760","4.753","4.760","4.753","0.13%"
"22/04/2019","4.754","4.774","4.774","4.754","-0.42%"
"19/04/2019","4.774","4.779","4.779","4.774","-0.13%"
"18/04/2019","4.780","4.789","4.789","4.780","-0.21%"
"17/04/2019","4.790","4.786","4.790","4.786","0.06%"
"16/04/2019","4.787","4.795","4.795","4.787","-0.19%"
"15/04/2019","4.796","4.796","4.796","4.796","0.00%"
"12/04/2019","4.796","4.804","4.804","4.796","-0.21%"
"11/04/2019","4.806","4.814","4.814","4.806","-0.19%"
"10/04/2019","4.815","4.810","4.815","4.810","0.06%"
"09/04/2019","4.812","4.812","4.812","4.812","-0.02%"
"08/04/2019","4.813","4.813","4.813","4.813","0.00%"
"05/04/2019","4.813","4.811","4.813","4.811","0.00%"
"04/04/2019","4.813","4.825","4.825","4.813","-0.25%"
"03/04/2019","4.825","4.806","4.825","4.806","0.37%"
"02/04/2019","4.807","4.802","4.807","4.802","0.08%"
"01/04/2019","4.803","4.827","4.827","4.803","-0.52%"
"29/03/2019","4.828","4.846","4.846","4.828","-0.41%"
"28/03/2019","4.848","4.850","4.850","4.848","-0.06%"
"27/03/2019","4.851","4.867","4.867","4.851","-0.35%"
"26/03/2019","4.868","4.833","4.868","4.833","0.72%"
"25/03/2019","4.833","4.833","4.833","4.833","-0.02%"
"22/03/2019","4.834","4.834","4.834","4.834","-0.04%"
"21/03/2019","4.836","4.812","4.836","4.812","0.50%"
"20/03/2019","4.812","4.799","4.812","4.799","0.27%"
"19/03/2019","4.799","4.797","4.799","4.797","0.02%"
"18/03/2019","4.798","4.794","4.798","4.794","0.08%"
"15/03/2019","4.794","4.788","4.794","4.788","0.08%"
"14/03/2019","4.790","4.786","4.790","4.786","0.08%"
"13/03/2019","4.786","4.791","4.791","4.786","-0.10%"
"12/03/2019","4.791","4.795","4.795","4.791","-0.08%"
"11/03/2019","4.795","4.782","4.795","4.782","0.25%"
"08/03/2019","4.783","4.786","4.786","4.783","-0.06%"
"07/03/2019","4.786","4.778","4.786","4.778","0.17%"
"06/03/2019","4.778","4.767","4.778","4.767","0.21%"
"05/03/2019","4.768","4.762","4.768","4.762","0.13%"
"04/03/2019","4.762","4.762","4.762","4.762","0.00%"
"01/03/2019","4.762","4.755","4.762","4.755","0.15%"
"28/02/2019","4.755","4.760","4.760","4.755","-0.11%"
"27/02/2019","4.760","4.769","4.769","4.760","-0.19%"
"26/02/2019","4.769","4.762","4.769","4.762","0.15%"
"25/02/2019","4.762","4.754","4.762","4.754","0.17%"
"22/02/2019","4.754","4.711","4.754","4.711","0.91%"
"21/02/2019","4.711","4.711","4.711","4.711","-0.02%"
"20/02/2019","4.712","4.705","4.712","4.705","0.15%"
"19/02/2019","4.705","4.702","4.705","4.702","0.06%"
"18/02/2019","4.702","4.696","4.702","4.696","0.13%"
"15/02/2019","4.696","4.748","4.748","4.696","-1.10%"
"14/02/2019","4.748","4.782","4.782","4.748","-0.71%"
"13/02/2019","4.782","4.804","4.804","4.782","-0.48%"
"12/02/2019","4.805","4.834","4.834","4.805","-0.60%"
"11/02/2019","4.834","4.868","4.868","4.834","-0.70%"
"08/02/2019","4.868","4.868","4.868","4.868","0.00%"
"07/02/2019","4.868","4.868","4.868","4.868","0.00%"
"06/02/2019","4.868","4.868","4.868","4.868","0.00%"
"05/02/2019","4.868","4.868","4.868","4.868","0.00%"
"04/02/2019","4.868","4.868","4.868","4.868","0.00%"
"01/02/2019","4.868","4.879","4.879","4.868","-0.27%"
"31/01/2019","4.881","4.900","4.900","4.881","-0.39%"
"30/01/2019","4.900","4.895","4.900","4.895","0.10%"
"29/01/2019","4.895","4.900","4.900","4.895","-0.10%"
"28/01/2019","4.900","4.901","4.901","4.900","-0.04%"
"25/01/2019","4.902","4.908","4.908","4.902","-0.12%"
"24/01/2019","4.908","4.928","4.928","4.908","-0.43%"
"23/01/2019","4.929","4.929","4.929","4.929","0.00%"
"22/01/2019","4.929","4.940","4.940","4.929","-0.22%"
"21/01/2019","4.940","4.943","4.943","4.940","-0.06%"
"18/01/2019","4.943","4.932","4.943","4.932","0.20%"
"17/01/2019","4.933","4.952","4.952","4.933","-0.38%"
"16/01/2019","4.952","4.996","4.996","4.952","-0.88%"
"15/01/2019","4.996","4.988","4.996","4.988","0.16%"
"14/01/2019","4.988","5.000","5.000","4.988","-0.24%"
"11/01/2019","5.000","5.021","5.021","5.000","-0.44%"
"10/01/2019","5.022","5.114","5.114","5.022","-1.82%"
"09/01/2019","5.115","5.046","5.115","5.046","1.37%"
"08/01/2019","5.046","5.159","5.159","5.046","-2.19%"
"07/01/2019","5.159","5.167","5.167","5.159","-0.15%"
"04/01/2019","5.167","5.167","5.167","5.167","0.00%"
"03/01/2019","5.167","5.170","5.170","5.167","-0.08%"
"02/01/2019","5.171","5.166","5.171","5.166","0.10%"
"01/01/2019","5.166","5.166","5.166","5.166","0.00%"
"31/12/2018","5.166","5.166","5.166","5.166","0.00%"
"28/12/2018","5.166","5.160","5.166","5.160","0.12%"
"27/12/2018","5.160","5.167","5.167","5.160","-0.14%"
"26/12/2018","5.167","5.171","5.171","5.167","-0.10%"
"25/12/2018","5.172","5.172","5.172","5.172","0.00%"
"24/12/2018","5.172","5.177","5.177","5.172","-0.10%"
"21/12/2018","5.177","5.196","5.196","5.177","-0.37%"
"20/12/2018","5.196","5.199","5.199","5.196","-0.06%"
"19/12/2018","5.199","5.199","5.199","5.199","0.00%"
"18/12/2018","5.199","5.199","5.199","5.199","0.00%"
"17/12/2018","5.199","5.199","5.199","5.199","0.00%"
"14/12/2018","5.199","5.192","5.199","5.192","0.12%"
"13/12/2018","5.193","5.200","5.200","5.193","-0.13%"
"12/12/2018","5.200","5.193","5.200","5.193","0.13%"
"11/12/2018","5.193","5.193","5.193","5.193","0.00%"
"10/12/2018","5.193","5.191","5.193","5.191","0.04%"
"07/12/2018","5.191","5.191","5.191","5.191","-0.02%"
"06/12/2018","5.192","5.214","5.214","5.192","-0.42%"
"05/12/2018","5.214","5.195","5.214","5.195","0.37%"
"04/12/2018","5.195","5.202","5.202","5.195","0.56%"
"03/12/2018","5.166","5.166","5.166","5.166","0.00%"
"30/11/2018","5.166","5.160","5.166","5.160","0.10%"
"29/11/2018","5.161","5.163","5.163","5.161","-0.06%"
"28/11/2018","5.164","5.162","5.164","5.162","0.04%"
"27/11/2018","5.162","5.167","5.167","5.162","-0.10%"
"26/11/2018","5.167","5.191","5.191","5.167","-0.46%"
"23/11/2018","5.191","5.174","5.191","5.174","0.29%"
"22/11/2018","5.176","5.176","5.176","5.176","0.00%"
"21/11/2018","5.176","5.162","5.176","5.162","0.27%"
"20/11/2018","5.162","5.197","5.197","5.162","-0.69%"
"19/11/2018","5.198","5.155","5.198","5.155","0.83%"
"16/11/2018","5.155","5.189","5.189","5.155","-0.67%"
"15/11/2018","5.190","5.206","5.206","5.190","-0.31%"
"14/11/2018","5.206","5.189","5.206","5.085","0.33%"
"13/11/2018","5.189","5.176","5.189","5.176","0.25%"
"12/11/2018","5.176","5.176","5.176","5.176","0.00%"
"09/11/2018","5.176","5.170","5.176","5.170","0.10%"
"08/11/2018","5.171","5.171","5.171","5.171","-0.06%"
"07/11/2018","5.174","5.177","5.177","5.174","-0.06%"
"06/11/2018","5.177","5.171","5.177","5.171","0.12%"
"05/11/2018","5.171","5.178","5.178","5.171","-0.14%"
"02/11/2018","5.178","5.181","5.181","5.178","-0.08%"
"01/11/2018","5.182","5.182","5.182","5.182","-0.02%"
"31/10/2018","5.183","5.183","5.183","5.183","0.00%"
"30/10/2018","5.183","5.165","5.183","5.165","0.35%"
"29/10/2018","5.165","5.158","5.165","5.158","0.14%"
"26/10/2018","5.158","5.150","5.158","5.150","0.14%"
"25/10/2018","5.151","5.130","5.151","5.130","0.41%"
"24/10/2018","5.130","5.097","5.130","5.097","0.65%"
"23/10/2018","5.097","5.094","5.097","5.094","0.06%"
"22/10/2018","5.094","5.094","5.094","5.094","0.00%"
"19/10/2018","5.094","5.094","5.094","5.094","0.00%"
"18/10/2018","5.094","5.066","5.094","5.066","0.55%"
"17/10/2018","5.066","5.066","5.066","5.066","-0.02%"
"16/10/2018","5.067","5.067","5.067","5.067","0.00%"
"15/10/2018","5.067","5.073","5.073","5.067","-0.12%"
"12/10/2018","5.073","5.073","5.073","5.073","-0.04%"
"11/10/2018","5.075","5.075","5.075","5.075","0.00%"
"10/10/2018","5.075","5.031","5.075","5.031","0.85%"
"09/10/2018","5.032","5.026","5.032","5.026","0.12%"
"08/10/2018","5.026","5.026","5.026","5.026","-0.22%"
"05/10/2018","5.037","5.037","5.037","5.037","0.18%"
"04/10/2018","5.028","5.028","5.028","5.028","-0.20%"
"03/10/2018","5.038","5.038","5.038","5.038","0.20%"
"02/10/2018","5.028","5.028","5.028","5.028","0.00%"
"01/10/2018","5.028","5.028","5.028","5.028","0.00%"
"28/09/2018","5.028","5.028","5.028","5.028","-0.02%"
"27/09/2018","5.029","5.029","5.029","5.029","0.00%"
"26/09/2018","5.029","5.029","5.029","5.029","-0.02%"
"25/09/2018","5.030","5.030","5.030","5.030","1.39%"
"24/09/2018","4.961","4.961","4.961","4.961","-2.78%"
"21/09/2018","5.103","5.103","5.103","5.103","0.08%"
"20/09/2018","5.099","5.099","5.099","5.099","-0.02%"
"19/09/2018","5.100","5.100","5.100","5.100","-0.08%"
"18/09/2018","5.104","5.104","5.104","5.104","1.21%"
"17/09/2018","5.043","5.043","5.043","5.043","-0.47%"
"14/09/2018","5.067","5.067","5.067","5.067","-1.25%"
"13/09/2018","5.131","5.131","5.131","5.131","-0.54%"
"12/09/2018","5.159","5.159","5.159","5.159","-0.69%"
"11/09/2018","5.195","5.195","5.195","5.195","-0.13%"
"10/09/2018","5.202","5.202","5.202","5.202","-0.31%"
"07/09/2018","5.218","5.218","5.218","5.218","0.10%"
"06/09/2018","5.213","5.213","5.213","5.213","0.64%"
"05/09/2018","5.180","5.180","5.180","5.180","-0.42%"
"04/09/2018","5.202","5.202","5.202","5.202","0.58%"
"03/09/2018","5.172","5.172","5.172","5.172","0.00%"
"31/08/2018","5.172","5.172","5.172","5.172","-0.31%"
"30/08/2018","5.188","5.188","5.188","5.188","0.06%"
"29/08/2018","5.185","5.185","5.185","5.185","0.12%"
"28/08/2018","5.179","5.179","5.179","5.179","0.19%"
"27/08/2018","5.169","5.169","5.169","5.169","0.12%"
"24/08/2018","5.163","5.163","5.163","5.163","-0.23%"
"23/08/2018","5.175","5.175","5.175","5.175","1.47%"
"22/08/2018","5.100","5.100","5.100","5.100","0.00%"
"21/08/2018","5.100","5.100","5.100","5.100","0.08%"
"20/08/2018","5.096","5.096","5.096","5.096","0.35%"
"17/08/2018","5.078","5.078","5.078","5.078","1.48%"
"16/08/2018","5.004","5.004","5.004","5.004","-0.14%"
"15/08/2018","5.011","5.011","5.011","5.011","-0.22%"
"14/08/2018","5.022","5.022","5.022","5.022","0.64%"
"13/08/2018","4.990","4.990","4.990","4.990","0.42%"
"10/08/2018","4.969","4.969","4.969","4.969","-1.27%"
"09/08/2018","5.033","5.033","5.033","5.033","0.00%"
"08/08/2018","5.033","5.033","5.033","5.033","-0.02%"
"07/08/2018","5.034","5.034","5.034","5.034","-0.06%"
"06/08/2018","5.037","5.037","5.037","5.037","0.00%"
"03/08/2018","5.037","5.037","5.037","5.037","1.55%"
"02/08/2018","4.960","4.960","4.960","4.960","0.18%"
"01/08/2018","4.951","4.951","4.951","4.951","0.57%"
"31/07/2018","4.923","4.923","4.923","4.923","-1.05%"
"30/07/2018","4.975","4.975","4.975","4.975","1.82%"
"27/07/2018","4.886","4.886","4.886","4.886","0.39%"
"26/07/2018","4.867","4.867","4.867","4.867","-1.30%"
"25/07/2018","4.931","4.931","4.931","4.931","1.05%"
"24/07/2018","4.880","4.880","4.880","4.880","-0.02%"
"23/07/2018","4.881","4.881","4.881","4.881","0.56%"
"20/07/2018","4.854","4.854","4.854","4.854","-0.04%"
"19/07/2018","4.856","4.856","4.856","4.856","0.10%"
"18/07/2018","4.851","4.851","4.851","4.851","-0.04%"
"17/07/2018","4.853","4.853","4.853","4.853","0.29%"
"16/07/2018","4.839","4.839","4.839","4.839","0.00%"
"13/07/2018","4.839","4.839","4.839","4.839","-0.10%"
"12/07/2018","4.844","4.844","4.844","4.844","0.00%"
"11/07/2018","4.844","4.844","4.844","4.844","0.00%"
"10/07/2018","4.844","4.844","4.844","4.844","-0.02%"
"09/07/2018","4.845","4.845","4.845","4.845","-0.10%"
"06/07/2018","4.850","4.850","4.850","4.850","0.00%"
"05/07/2018","4.850","4.850","4.850","4.850","0.62%"
"04/07/2018","4.820","4.820","4.820","4.820","0.00%"
"03/07/2018","4.820","4.820","4.820","4.820","1.64%"
"02/07/2018","4.742","4.742","4.742","4.742","-0.02%"
"29/06/2018","4.743","4.743","4.743","4.743","0.19%"
"28/06/2018","4.734","4.734","4.734","4.734","-0.46%"
"27/06/2018","4.756","4.756","4.756","4.756","0.00%"
"26/06/2018","4.756","4.756","4.756","4.756","0.32%"
"25/06/2018","4.741","4.741","4.741","4.741","0.25%"
"22/06/2018","4.729","4.729","4.729","4.729","-0.13%"
"21/06/2018","4.735","4.735","4.735","4.735","-0.29%"
"20/06/2018","4.749","4.749","4.749","4.749","0.19%"
"19/06/2018","4.740","4.740","4.740","4.740","0.28%"
"18/06/2018","4.727","4.727","4.727","4.727","-0.25%"
"15/06/2018","4.739","4.739","4.739","4.739","0.62%"
"14/06/2018","4.710","4.710","4.710","4.710","-0.44%"
"13/06/2018","4.731","4.731","4.731","4.731","0.94%"
"12/06/2018","4.687","4.687","4.687","4.687","0.00%"
"11/06/2018","4.687","4.687","4.687","4.687","0.02%"
"08/06/2018","4.686","4.686","4.686","4.686","-0.04%"
"07/06/2018","4.688","4.688","4.688","4.688","0.06%"
"06/06/2018","4.685","4.685","4.685","4.685","0.32%"
"05/06/2018","4.670","4.670","4.670","4.670","0.17%"
"04/06/2018","4.662","4.662","4.662","4.662","-0.04%"
"01/06/2018","4.664","4.664","4.664","4.664","0.13%"
"31/05/2018","4.658","4.658","4.658","4.658","1.02%"
"30/05/2018","4.611","4.611","4.611","4.611","-0.13%"
"29/05/2018","4.617","4.617","4.617","4.617","1.09%"
"28/05/2018","4.567","4.567","4.567","4.567","-0.52%"
"25/05/2018","4.591","4.591","4.591","4.591","0.57%"
"24/05/2018","4.565","4.565","4.565","4.565","0.02%"
"23/05/2018","4.564","4.564","4.564","4.564","0.09%"
"22/05/2018","4.560","4.560","4.560","4.560","-0.04%"
"21/05/2018","4.562","4.562","4.562","4.562","0.51%"
"20/05/2018","4.539","4.539","4.539","4.539","0.00%"
"18/05/2018","4.539","4.539","4.539","4.539","-0.66%"
"17/05/2018","4.569","4.569","4.569","4.569","0.46%"
"16/05/2018","4.548","4.548","4.548","4.548","0.09%"
"15/05/2018","4.544","4.544","4.544","4.544","-0.26%"
"14/05/2018","4.556","4.556","4.556","4.556","0.09%"
"11/05/2018","4.552","4.552","4.552","4.552","-0.04%"
"10/05/2018","4.554","4.554","4.554","4.554","-0.11%"
"09/05/2018","4.559","4.559","4.559","4.559","0.18%"
"08/05/2018","4.551","4.551","4.551","4.551","0.04%"
"07/05/2018","4.549","4.549","4.549","4.549","-0.66%"
"04/05/2018","4.579","4.579","4.579","4.579","-1.29%"
"03/05/2018","4.639","4.639","4.639","4.639","-0.49%"
"02/05/2018","4.662","4.662","4.662","4.662","-0.43%"
